0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,is_fake
2948.0,52320.0,-10.0,-10.0,-10.0,-10.0,-10.0,4062.0,588.5,180.5,100.06,76.25,67.1,30.92,32.28,31.4,47.1,143.8,401.5,339.2,240.1,284.5,162.9,48.5,27.25,24.22,19.42,10.94,10.0,13.16,19.98,42.1,76.1,46.1,25.06,18.28,18.53,17.42,17.2,19.83,19.05,42.94,57.8,30.48,12.695,3.43,2.395,2.438,2.11,2.17,3.662,3.373,2.342,3.215,3.318,2.348,2.135,1.825,1.871,1.0205,0.9204,1.584,1.034,0.4802,0.6636,1.643,0.9453,0.9565,3.316,4.64,2.496,1.326,1.674,2.518,2.963,3.486,2.805,2.035,1.402,1.354,1.426,1.444,0.7534,0.6533,0.7085,0.5845,0.4856,0.5127,0.47,0.4023,0.2747,0.4546,0.5645,0.342,0.5586,1.093,3.611,3.885,1.271,1.246,1.73,1
-10.0,-10.0,-10.0,-10.0,-10.0,38400.0,31650.0,23310.0,4610.0,1044.0,372.5,250.1,163.8,107.6,78.06,62.8,71.4,59.62,93.6,181.2,133.8,134.0,305.8,361.8,338.8,238.6,170.0,225.9,551.0,385.8,99.0,61.2,120.75,171.0,155.2,109.2,220.0,243.1,218.8,199.9,132.6,106.06,80.56,64.1,79.44,100.8,151.2,188.6,249.4,331.8,315.2,276.5,269.5,197.4,266.8,293.0,149.0,115.3,125.3,88.25,42.25,51.53,36.72,28.08,18.8,14.18,25.58,41.28,40.12,27.4,29.03,27.17,33.38,53.03,78.0,78.9,62.3,62.8,40.94,31.88,24.02,34.97,26.11,15.73,21.44,25.22,22.27,19.77,16.98,13.46,6.68,10.25,11.22,9.08,5.65,6.367,7.152,8.19,14.72,26.94,19.58,1
4524.0,50900.0,-10.0,-10.0,-10.0,-10.0,-10.0,4150.0,565.5,188.6,106.0,76.5,65.6,32.34,36.47,35.56,50.9,151.5,403.5,343.5,235.5,288.2,165.2,49.28,31.08,26.4,20.16,11.33,12.56,14.586,20.62,43.06,77.6,46.38,25.44,18.47,18.03,17.72,18.39,20.53,19.55,43.53,58.72,31.5,12.49,3.588,2.584,2.746,2.652,2.387,3.99,3.236,2.443,3.258,3.426,2.416,2.252,1.91,1.856,1.037,1.023,1.556,1.067,0.4785,0.658,1.627,0.932,0.9165,3.287,4.668,2.39,1.398,1.612,2.47,2.879,3.535,2.926,2.016,1.489,1.392,1.529,1.415,0.735,0.6562,0.72,0.596,0.4792,0.5444,0.511,0.4058,0.2734,0.4883,0.569,0.3992,0.572,1.145,3.629,3.898,1.319,1.275,1.736,1
3692.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,36600.0,14350.0,11480.0,9170.0,6670.0,8340.0,14520.0,50940.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,30540.0,8136.0,2748.0,1237.0,748.0,626.0,676.0,911.0,2336.0,6316.0,20290.0,27660.0,29440.0,27180.0,9720.0,7784.0,4596.0,4576.0,5436.0,4336.0,2752.0,1640.0,1638.0,1519.0,1583.0,2006.0,2228.0,1569.0,1650.0,1681.0,1433.0,819.5,442.8,391.0,335.2,185.6,356.0,535.5,339.2,216.1,204.0,164.9,244.9,373.0,427.8,406.5,561.5,534.5,487.0,592.5,488.2,493.5,379.5,391.8,432.5,440.0,368.2,259.0,223.1,182.8,235.5,230.0,141.8,155.9,140.9,102.5,82.44,88.0,96.25,61.4,40.38,37.1,23.31,14.836,11.65,29.19,47.8,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,49150.0,6330.0,830.0,188.8,68.1,33.16,33.06,55.94,75.0,153.9,277.0,828.5,3022.0,5104.0,7836.0,2386.0,99.44,30.39,12.53,29.55,176.2,407.8,448.2,405.5,545.0,662.5,514.0,243.2,289.5,539.5,1273.0,1347.0,351.2,236.9,356.0,461.8,843.5,669.0,582.0,685.5,747.0,613.0,658.5,506.2,254.6,189.5,135.4,156.5,209.6,159.1,138.1,174.2,211.2,241.0,201.6,239.6,219.8,141.9,103.8,88.6,76.8,100.7,115.0,88.0,83.94,68.4,72.7,83.2,106.1,193.2,89.6,34.84,31.28,28.44,28.56,31.38,27.44,27.0,36.6,28.0,17.12,19.94,14.12,9.27,13.69,10.9,8.05,9.48,11.445,7.082,6.766,11.37,18.98,37.16,19.39,1
19660.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,22460.0,7900.0,6310.0,5316.0,5316.0,23890.0,53950.0,-10.0,-10.0,-10.0,40600.0,35100.0,28450.0,14550.0,5900.0,5650.0,10100.0,19040.0,22400.0,18580.0,17090.0,22900.0,20780.0,13020.0,9930.0,9260.0,8376.0,10490.0,8910.0,6812.0,5092.0,4556.0,4260.0,5950.0,8040.0,9860.0,10170.0,11190.0,5172.0,2710.0,1293.0,459.8,627.0,885.0,1591.0,1456.0,1080.0,625.5,465.8,660.0,710.0,275.8,163.1,121.5,69.75,68.56,56.94,71.3,170.0,244.8,342.2,497.8,590.5,690.5,579.5,498.0,461.8,494.5,404.0,356.0,276.2,253.1,200.5,299.0,247.2,157.9,177.9,186.2,164.8,124.0,131.8,87.8,74.4,91.25,57.06,54.56,60.8,32.78,23.58,18.2,22.94,22.61,29.67,1
10264.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,31170.0,5520.0,1842.0,1263.0,777.0,694.0,1227.0,2186.0,6916.0,14420.0,6156.0,2874.0,6790.0,13950.0,11860.0,3524.0,875.0,540.5,617.0,587.5,742.0,465.0,565.0,1445.0,2930.0,4960.0,3766.0,5020.0,8700.0,6450.0,4716.0,4844.0,4540.0,4588.0,4096.0,2000.0,968.0,485.0,269.2,205.5,182.9,163.4,188.0,266.2,464.2,294.2,140.9,96.25,49.9,36.47,46.53,22.36,13.4,14.516,12.97,8.36,7.832,15.23,25.98,35.28,57.88,64.2,40.34,38.53,43.9,48.34,54.3,65.9,47.62,44.78,41.28,40.0,34.2,31.2,20.95,20.48,23.33,21.28,15.25,8.88,10.64,13.47,9.53,10.58,10.53,7.152,6.523,4.207,3.03,3.148,4.098,24.39,41.5,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,49060.0,6284.0,823.0,186.6,67.9,33.6,43.0,63.1,79.2,157.6,281.8,828.0,3048.0,5110.0,7828.0,2386.0,103.0,33.03,15.37,33.56,176.8,414.8,450.8,410.8,535.0,671.0,519.5,240.8,283.0,543.0,1292.0,1323.0,342.0,235.5,371.0,461.0,819.5,653.5,570.0,658.5,767.5,603.5,665.5,514.5,249.6,184.5,139.2,153.1,207.5,158.1,141.6,170.2,213.0,238.6,204.1,237.0,219.6,144.1,104.25,88.25,75.44,102.1,114.9,88.2,81.8,69.9,73.1,83.75,106.25,195.1,90.56,32.56,31.77,29.19,28.14,31.33,27.0,26.7,37.8,28.5,16.2,20.33,14.1,9.586,13.73,11.125,7.9,9.92,11.58,6.945,7.09,11.38,19.08,36.56,19.55,1
3518.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,52860.0,2916.0,657.5,425.8,439.0,226.5,265.0,636.5,1065.0,2292.0,1522.0,1094.0,905.5,2870.0,10340.0,8984.0,6096.0,4144.0,2764.0,1422.0,866.5,758.0,783.0,915.5,1590.0,2042.0,1212.0,603.0,447.2,334.5,253.2,226.5,237.9,470.5,424.0,308.5,309.2,349.5,130.5,82.3,57.7,40.16,58.72,82.75,137.1,145.1,150.5,312.5,186.0,76.94,64.9,57.9,11.28,8.984,5.62,4.668,3.854,4.8,11.18,12.5,13.6,15.88,20.42,21.23,25.98,29.45,32.2,37.4,22.0,15.24,13.88,12.11,9.95,9.78,9.67,7.76,7.105,6.098,4.184,4.523,5.44,3.559,2.316,4.234,4.848,4.242,3.053,2.807,3.074,3.484,1.61,4.027,6.03,1
-10.0,-10.0,-10.0,-10.0,-10.0,22480.0,7068.0,2856.0,1979.0,1875.0,1206.0,897.0,644.0,587.0,925.0,892.5,512.5,360.0,225.5,305.0,307.2,208.8,140.8,116.9,88.6,62.25,57.25,53.97,55.72,65.5,55.94,62.75,78.2,108.2,105.25,115.1,218.8,223.9,208.8,193.9,110.94,122.9,115.0,95.94,76.6,74.25,75.0,60.3,72.44,75.56,97.1,72.5,49.34,74.7,95.6,112.44,88.94,97.44,153.8,92.94,52.94,34.4,31.28,17.69,14.63,16.66,22.0,38.06,45.75,41.62,48.03,71.3,79.8,55.47,26.4,58.97,76.4,49.38,38.8,39.47,53.97,35.06,41.0,36.28,46.16,57.8,25.78,13.58,25.02,20.89,11.4,15.33,19.95,19.4,15.28,9.766,6.766,8.68,10.32,14.55,12.79,1
-10.0,-10.0,-10.0,-10.0,-10.0,28910.0,14390.0,2394.0,797.5,201.5,86.75,84.06,83.44,50.25,41.8,49.75,71.8,60.75,41.84,30.64,44.16,70.9,103.8,95.94,57.47,48.94,98.94,126.1,87.25,93.25,116.1,177.0,193.6,218.9,239.6,449.0,874.0,1024.0,1033.0,823.5,1018.0,1688.0,1877.0,2240.0,1908.0,1243.0,1229.0,2114.0,1808.0,1664.0,1740.0,1584.0,924.0,778.0,729.0,559.5,331.0,231.4,215.6,115.2,98.25,127.06,74.4,27.44,23.22,36.72,50.38,84.8,106.06,98.56,75.3,86.2,142.8,126.6,155.2,243.5,168.5,99.0,87.4,77.75,75.06,88.94,80.25,76.3,89.6,65.8,43.7,56.2,54.25,50.0,37.84,31.8,39.16,43.16,36.78,24.33,24.6,30.38,34.4,84.2,119.1,1
62200.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,33800.0,10950.0,4870.0,5404.0,5750.0,1844.0,1224.0,1377.0,1804.0,4988.0,3970.0,1329.0,1622.0,4100.0,7680.0,5560.0,1687.0,375.8,394.0,518.5,353.5,243.8,163.5,121.3,112.5,171.2,313.0,457.2,490.2,571.0,379.5,294.5,299.5,247.8,351.5,484.0,415.2,631.0,608.0,836.0,807.0,663.0,992.5,1018.0,1327.0,1451.0,1007.0,938.5,772.0,765.5,802.0,540.5,248.8,198.2,301.2,173.0,73.44,82.25,156.0,119.56,176.5,437.2,382.2,193.4,193.9,233.2,248.0,359.8,603.0,469.0,334.8,275.0,188.4,156.1,170.5,83.75,74.44,118.94,112.75,81.7,106.0,108.2,70.2,57.34,59.7,52.78,39.1,42.0,35.34,29.7,18.61,12.695,16.36,15.234,1
-10.0,-10.0,-10.0,-10.0,-10.0,62980.0,15560.0,439.2,60.47,42.78,43.38,370.0,13736.0,46080.0,29120.0,24820.0,7970.0,1068.0,244.4,31.9,7.348,8.766,7.082,6.516,5.81,3.682,4.203,6.332,4.39,2.32,2.598,2.076,1.188,0.825,0.5425,0.4138,0.4424,0.2844,0.2479,0.2756,0.2554,0.3042,0.3718,0.3,0.2179,0.1254,0.10474,0.0919,0.0799,0.0857,0.1373,0.1112,0.082,0.0722,0.0763,0.0784,0.07806,0.08655,0.0815,0.07227,0.084,0.1141,0.1415,0.3762,0.9087,0.6304,0.3457,0.53,0.4521,0.4268,0.3882,0.2854,0.735,0.996,9.875,35.0,9.445,0.6772,0.845,0.3933,0.2854,0.3713,0.407,0.3467,0.4326,0.2847,0.1553,0.2754,0.189,0.10504,0.4905,0.586,0.3857,0.837,0.658,0.846,1.097,1.246,1.985,8.81,13.4,1
-10.0,-10.0,-10.0,-10.0,59520.0,37920.0,37920.0,38460.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,52830.0,27040.0,30740.0,23620.0,17170.0,15910.0,14180.0,11510.0,9050.0,9896.0,17330.0,17820.0,24290.0,30460.0,27120.0,30540.0,29100.0,31040.0,35680.0,26880.0,26910.0,26770.0,37760.0,46080.0,32460.0,33950.0,50700.0,-10.0,61340.0,47230.0,32670.0,17470.0,15290.0,13510.0,18820.0,11290.0,7936.0,9350.0,6796.0,4344.0,3666.0,2932.0,3714.0,5280.0,7740.0,7068.0,4500.0,4356.0,5030.0,5684.0,8776.0,16690.0,9560.0,4044.0,4612.0,4496.0,4576.0,5864.0,4364.0,3104.0,6308.0,5332.0,2312.0,2062.0,2756.0,3022.0,2838.0,2060.0,1206.0,1142.0,1355.0,743.0,459.8,360.0,306.8,438.8,476.0,1
25890.0,-10.0,-10.0,-10.0,-10.0,-10.0,29070.0,3046.0,1818.0,1484.0,587.5,356.8,360.8,329.0,351.2,845.0,1040.0,472.8,182.6,208.5,847.0,914.5,204.9,117.0,141.4,88.4,73.94,81.8,48.56,53.62,117.94,250.6,415.5,707.0,1193.0,1880.0,2948.0,2308.0,1480.0,1344.0,735.5,344.0,199.1,129.2,92.8,96.4,156.9,94.5,42.56,32.03,42.38,57.44,69.56,38.75,30.94,39.0,43.75,29.61,24.83,37.8,28.55,11.234,4.855,5.84,6.81,6.746,8.19,12.15,15.73,15.9,18.16,21.42,24.47,21.98,28.67,25.42,21.2,13.56,8.805,8.95,7.887,4.355,4.8,5.1,5.82,6.17,5.12,6.125,6.473,4.05,3.926,3.922,4.41,5.18,3.664,4.46,4.605,2.314,1.429,5.406,7.223,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,16980.0,989.0,140.5,135.2,143.2,154.0,209.6,426.0,899.0,1784.0,1282.0,541.5,1109.0,2782.0,4308.0,4810.0,3592.0,2604.0,2232.0,1379.0,529.5,196.9,91.6,75.56,93.9,151.4,165.9,114.44,59.44,49.12,50.5,38.28,27.03,26.05,39.8,54.3,77.06,57.03,28.03,22.31,39.7,36.2,21.81,30.81,45.0,60.53,31.38,37.38,51.2,33.56,24.7,26.06,10.445,5.23,5.3,3.709,2.441,2.316,3.453,3.39,4.867,8.04,9.42,8.016,9.72,12.61,12.62,18.47,25.34,14.37,10.09,8.78,5.906,5.164,6.445,3.447,1.921,3.56,2.885,1.447,2.416,2.59,1.264,0.8345,1.246,1.43,1.274,1.316,1.53,1.222,3.229,4.367,4.11,4.67,1
-10.0,-10.0,-10.0,-10.0,-10.0,34140.0,39500.0,21420.0,1633.0,256.0,89.2,93.7,105.56,144.5,886.0,1989.0,1301.0,672.5,1706.0,2520.0,917.0,428.8,339.2,187.9,136.0,114.44,71.8,73.25,140.1,165.0,111.3,59.66,45.6,42.53,136.6,188.4,227.8,252.1,187.6,200.9,223.5,220.2,259.5,212.1,266.2,302.2,258.2,283.2,168.0,152.1,250.9,254.5,204.9,176.6,238.2,151.6,75.3,74.1,58.28,26.22,31.12,33.97,20.5,14.1,14.75,19.5,42.0,46.38,60.5,67.3,46.0,66.7,74.56,67.44,66.2,63.03,50.6,46.78,43.66,48.94,49.2,58.66,35.16,20.61,18.67,22.94,19.83,20.52,14.77,9.875,8.58,8.71,9.23,8.18,9.04,4.957,4.234,4.77,5.97,17.4,21.88,1
-10.0,-10.0,-10.0,-10.0,-10.0,26300.0,6380.0,993.5,133.6,64.8,31.55,31.73,48.47,56.7,107.9,157.8,362.0,544.0,582.5,419.0,525.5,1505.0,3070.0,2350.0,1257.0,424.8,237.2,172.1,148.6,111.7,75.56,57.97,71.75,84.8,97.25,92.4,119.94,128.5,112.4,92.5,102.25,183.4,224.4,209.1,161.0,91.44,84.7,102.25,68.7,55.75,72.6,84.8,66.8,55.7,48.12,34.28,31.88,26.64,27.86,12.75,5.98,8.72,7.59,5.367,5.023,4.957,5.492,9.38,16.25,20.28,11.69,12.63,17.7,20.88,33.8,60.53,39.88,26.58,18.25,12.35,9.56,15.38,9.04,5.3,8.94,6.67,2.66,3.088,3.123,1.943,1.929,3.154,3.297,4.066,6.367,3.588,3.44,5.594,9.33,25.75,34.72,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,21040.0,345.2,147.5,116.4,98.44,142.6,99.1,154.0,865.5,3654.0,3442.0,1166.0,1602.0,4612.0,7664.0,4984.0,2492.0,2062.0,456.5,91.8,44.75,30.88,22.52,18.69,17.22,21.69,28.16,18.14,13.98,17.42,23.4,65.9,189.0,182.1,99.94,49.22,33.16,27.66,19.25,28.36,51.94,60.75,91.1,169.6,220.6,192.0,236.1,110.9,48.25,31.17,37.88,75.7,33.3,9.86,10.88,8.82,8.21,6.176,5.5,6.344,7.887,19.77,28.92,14.234,15.7,20.34,27.5,48.28,110.06,52.88,23.88,19.7,14.51,12.766,22.3,13.52,4.375,7.715,7.094,4.12,4.53,4.723,3.744,2.828,4.152,4.29,5.01,7.99,4.684,5.117,9.25,17.55,42.2,58.4,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,20140.0,5708.0,2564.0,1924.0,1459.0,1905.0,4320.0,7556.0,16750.0,17490.0,15944.0,50800.0,-10.0,-10.0,-10.0,44260.0,8100.0,1777.0,845.0,478.0,301.5,234.8,327.0,876.5,2986.0,6060.0,3822.0,3126.0,2802.0,2324.0,3934.0,5150.0,3538.0,2418.0,1583.0,1217.0,1080.0,989.0,1045.0,1001.5,671.0,601.0,756.0,814.5,1113.0,1252.0,528.5,206.5,86.7,75.44,67.5,38.53,33.9,51.84,41.1,18.52,17.83,27.47,47.12,51.38,64.4,100.25,120.94,97.4,81.3,79.44,129.5,158.8,148.1,106.8,91.4,100.44,80.9,75.6,52.34,40.03,30.38,24.83,21.73,25.58,24.89,17.69,18.36,22.56,24.7,16.6,13.15,8.44,5.203,5.95,7.88,17.3,20.69,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,18270.0,2604.0,1053.0,609.0,425.2,341.8,231.4,194.6,262.2,239.8,209.2,180.9,159.2,265.2,459.2,379.8,216.0,124.06,81.1,41.66,33.44,28.25,47.66,72.4,46.84,54.38,99.2,299.8,259.2,182.8,212.9,147.9,171.5,79.3,19.7,15.54,15.93,14.49,24.62,14.38,17.67,35.78,25.4,18.88,22.39,20.56,27.17,26.66,22.66,22.94,17.45,9.55,12.96,8.83,5.266,7.375,3.879,3.512,3.01,3.58,5.32,5.17,6.21,5.914,5.977,2.88,7.016,10.02,11.77,16.69,9.66,6.28,4.098,4.727,4.926,4.03,2.477,1.717,3.062,3.496,2.172,2.566,2.72,1.368,1.594,2.574,2.863,2.473,2.373,2.205,2.64,2.77,7.53,12.305,3.486,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,17740.0,2390.0,896.5,515.5,379.0,362.5,422.2,289.0,305.0,280.8,226.8,231.4,315.0,384.0,516.5,470.5,268.0,190.5,149.6,101.44,82.3,78.0,100.8,109.8,83.2,93.0,113.2,302.8,258.0,188.0,211.1,144.1,187.8,91.75,32.72,33.97,34.5,26.12,31.89,19.06,22.55,44.28,38.3,25.56,25.42,20.44,26.42,27.5,23.42,23.5,17.72,10.586,13.586,9.914,5.586,7.758,4.2,3.896,3.002,3.611,5.234,5.59,5.92,5.91,5.836,3.43,6.76,10.266,11.945,17.02,9.86,6.348,4.49,4.664,5.008,4.098,2.621,1.825,3.096,3.54,2.064,2.852,3.045,1.71,2.006,3.195,3.469,2.979,2.66,2.646,2.639,3.11,8.1,12.53,3.543,1
14310.0,-10.0,-10.0,-10.0,-10.0,-10.0,53700.0,22300.0,1924.0,1106.0,818.0,514.5,279.5,359.8,760.5,3162.0,18780.0,19170.0,7308.0,3378.0,809.0,466.5,313.0,468.0,1227.0,1650.0,1112.0,701.5,480.0,783.0,2342.0,3580.0,2354.0,2650.0,1902.0,1287.0,1258.0,912.0,576.0,526.5,588.5,516.5,517.5,664.5,696.0,893.5,1068.0,969.0,909.0,979.5,1078.0,1066.0,980.5,714.5,898.0,749.0,646.0,622.5,561.0,397.8,183.2,160.0,87.8,56.06,63.7,108.1,104.2,121.94,239.5,191.2,142.2,140.8,180.1,228.4,297.8,253.4,235.4,134.9,159.2,174.5,168.9,174.6,120.3,62.53,106.44,108.06,81.9,88.6,80.3,69.06,63.88,41.6,30.69,31.03,31.17,23.28,31.42,15.72,15.88,32.0,42.12,1
3102.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,38340.0,14900.0,12900.0,6670.0,4116.0,3596.0,9090.0,22740.0,17620.0,21490.0,28060.0,33000.0,20900.0,11110.0,6788.0,6284.0,5364.0,4496.0,4670.0,3110.0,1865.0,1294.0,1463.0,1960.0,2370.0,3292.0,3124.0,4684.0,6610.0,9110.0,9750.0,8536.0,7880.0,4852.0,2790.0,2240.0,2058.0,2240.0,2066.0,1939.0,2152.0,1651.0,1425.0,1902.0,2037.0,1944.0,1645.0,1098.0,859.0,1038.0,723.0,540.5,392.2,305.8,227.5,248.8,389.2,454.0,683.0,1025.0,850.0,817.0,994.5,993.0,964.5,871.5,1208.0,1202.0,807.0,623.5,647.5,565.5,549.0,432.0,315.5,393.2,415.8,445.2,367.8,314.0,267.8,218.1,165.4,124.9,136.9,120.1,73.6,53.9,37.28,19.42,50.22,78.44,1
30740.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,14240.0,842.5,167.1,78.56,58.38,56.9,91.06,563.5,1522.0,1042.0,330.8,103.9,108.3,123.44,69.0,84.5,149.5,73.1,15.945,7.164,4.227,5.6,21.2,36.88,34.56,32.62,81.56,52.25,68.5,196.1,250.5,184.9,128.8,94.7,54.22,26.45,18.58,15.3,10.12,5.93,8.29,11.49,16.05,13.3,17.38,23.36,17.0,17.0,16.94,12.92,13.734,23.75,51.3,30.86,16.22,9.79,4.62,3.227,6.04,10.58,9.27,9.984,11.02,10.13,10.516,17.81,19.89,13.65,17.0,9.516,11.945,8.35,5.73,4.62,7.17,8.74,4.094,1.447,1.414,2.053,2.773,1.861,1.043,1.199,1.049,0.4917,0.6924,1.053,0.6665,0.9126,1.118,2.186,2.756,1.136,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,26190.0,3042.0,416.0,383.5,576.0,969.5,991.0,432.5,270.5,251.4,273.8,323.2,573.0,703.0,326.2,364.2,676.0,612.5,370.5,235.9,186.8,179.6,202.6,163.8,165.0,189.0,193.5,147.8,109.4,144.0,264.5,361.0,428.0,557.0,501.0,361.8,300.5,291.2,234.5,178.0,174.9,370.5,365.5,223.4,276.2,310.8,305.8,377.5,435.2,298.8,166.4,139.8,142.6,79.56,82.2,151.5,98.1,37.8,26.33,33.38,36.56,38.66,73.44,64.5,49.03,42.4,65.6,89.25,127.9,195.6,106.25,78.7,73.2,52.94,46.66,66.44,64.94,48.03,55.4,44.8,29.9,30.44,34.53,28.14,20.0,21.6,21.02,16.86,16.58,12.086,11.79,12.22,10.516,28.88,41.5,1
-10.0,-10.0,-10.0,-10.0,-10.0,34180.0,39520.0,21460.0,1642.0,270.8,113.8,111.94,112.25,150.8,900.5,2018.0,1328.0,683.5,1708.0,2506.0,929.5,441.5,348.5,195.2,144.4,124.8,76.25,77.44,143.4,166.1,113.4,61.78,46.97,43.38,138.1,190.6,228.6,253.9,188.2,201.1,224.6,222.4,262.2,213.1,265.0,303.0,260.2,285.2,170.0,152.6,251.1,254.2,204.8,177.4,239.0,152.1,75.06,74.3,58.8,26.58,31.31,33.84,20.44,14.05,14.77,19.48,42.0,46.4,60.47,67.4,46.1,66.9,74.5,67.7,66.4,63.28,50.78,47.06,43.75,49.12,49.12,58.62,35.06,20.58,18.75,22.92,19.83,20.44,14.734,10.016,8.58,8.81,9.39,8.23,9.164,5.035,4.332,4.95,6.125,17.45,21.9,1
19420.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,22450.0,7884.0,6292.0,5324.0,5330.0,23790.0,53920.0,-10.0,-10.0,-10.0,40600.0,35070.0,28400.0,14560.0,5904.0,5660.0,10080.0,19020.0,22380.0,18640.0,17070.0,22910.0,20800.0,13020.0,9920.0,9260.0,8376.0,10470.0,8900.0,6816.0,5092.0,4570.0,4264.0,5950.0,8044.0,9860.0,10170.0,11180.0,5172.0,2710.0,1293.0,459.2,627.0,884.5,1591.0,1457.0,1078.0,626.0,466.0,658.5,709.5,276.5,163.9,121.9,69.7,68.7,57.06,71.3,170.0,244.6,342.5,497.8,590.0,691.0,580.5,498.0,462.0,494.5,403.5,356.0,276.5,253.1,200.6,298.8,247.4,158.2,177.5,186.1,165.1,124.3,131.6,87.6,74.25,91.1,56.78,54.38,60.78,32.84,23.61,18.25,22.92,22.66,29.77,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,20940.0,415.8,230.2,176.5,134.9,99.9,91.44,163.9,856.0,3676.0,3418.0,1108.0,1586.0,4532.0,7636.0,4780.0,2404.0,2064.0,446.2,88.8,42.34,29.12,23.06,17.45,16.23,22.12,28.5,17.69,13.484,17.3,24.19,65.9,189.0,180.4,98.5,49.12,32.6,27.78,18.95,28.27,51.44,60.53,93.4,172.2,220.2,188.0,235.0,108.6,48.16,31.27,36.44,75.25,33.0,9.66,10.805,8.83,8.31,6.176,5.57,6.28,7.707,19.98,29.28,12.86,15.53,20.08,27.9,48.53,110.5,52.3,23.33,19.34,14.305,12.875,22.44,13.42,4.414,7.625,7.055,4.13,4.637,4.695,3.75,2.805,4.266,4.293,4.96,8.06,4.75,5.023,9.45,17.44,41.6,57.75,1
25460.0,-10.0,-10.0,-10.0,-10.0,-10.0,29040.0,3016.0,1796.0,1459.0,568.0,344.5,353.0,319.8,343.2,827.0,1026.0,464.8,175.2,201.8,828.0,898.0,201.2,113.5,137.9,85.3,71.1,79.75,47.94,51.38,115.2,247.8,413.0,707.0,1191.0,1876.0,2952.0,2306.0,1477.0,1335.0,731.5,340.5,197.1,128.4,91.94,95.6,155.9,93.56,41.47,31.27,41.56,57.03,68.8,38.53,30.69,38.62,43.94,29.36,24.34,37.4,28.38,11.09,4.76,5.723,6.734,6.74,8.12,12.05,15.59,15.9,18.11,21.42,24.44,21.89,28.64,25.28,21.1,13.47,8.805,8.87,7.82,4.316,4.79,5.133,5.875,6.137,5.105,6.023,6.383,3.953,3.896,3.834,4.33,5.07,3.564,4.414,4.59,2.275,1.376,5.29,7.137,1
-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,19580.0,6068.0,2516.0,1776.0,1343.0,1901.0,4308.0,7884.0,17040.0,17920.0,15390.0,53300.0,-10.0,-10.0,-10.0,45800.0,7908.0,1754.0,840.0,452.2,276.5,195.2,312.0,838.5,2980.0,5990.0,3996.0,3160.0,2798.0,2710.0,3960.0,5228.0,3614.0,2472.0,1568.0,1211.0,1109.0,961.0,1112.0,982.5,708.0,619.0,779.5,881.5,1137.0,1284.0,539.0,206.2,91.6,74.4,67.75,39.75,32.34,54.28,40.2,18.88,17.73,28.92,46.94,51.47,66.44,100.06,121.94,95.44,78.94,83.1,131.2,163.4,149.2,106.6,89.7,101.44,80.75,75.94,55.88,41.25,30.27,24.8,22.77,27.45,25.7,18.7,18.52,23.06,23.72,15.77,13.164,7.957,5.066,5.18,7.113,17.22,20.61,1
